   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7320508e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.3541020e+00   0.0000000e+00  -1.1180340e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.6143783e+00   0.0000000e+00  -3.9686270e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3125000e+01   0.0000000e+00  -1.1250000e+01   0.0000000e+00   1.1250000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.6118420e+01   0.0000000e+00  -2.9020467e+01   0.0000000e+00   6.2186715e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.2055147e+01   0.0000000e+00  -7.0984291e+01   0.0000000e+00   2.3661430e+01   0.0000000e+00  -1.1267348e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0384437e+02   0.0000000e+00  -1.6774859e+02   0.0000000e+00   7.6249360e+01   0.0000000e+00  -8.4721511e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0728269e+02   0.0000000e+00  -3.8692769e+02   0.0000000e+00   2.2322752e+02   0.0000000e+00  -4.0586821e+01   0.0000000e+00   1.1274117e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.1392513e+02   0.0000000e+00  -8.7654733e+02   0.0000000e+00   6.1358313e+02   0.0000000e+00  -1.5732901e+02   0.0000000e+00   1.0726978e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.2681480e+02   0.0000000e+00  -1.9582456e+03   0.0000000e+00   1.6126728e+03   0.0000000e+00  -5.3755761e+02   0.0000000e+00   6.2025878e+01   0.0000000e+00  -1.1277432e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6519204e+03   0.0000000e+00  -4.3264582e+03   0.0000000e+00   4.0987499e+03   0.0000000e+00  -1.6877206e+03   0.0000000e+00   2.8128676e+02   0.0000000e+00  -1.2982466e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.3009717e+03   0.0000000e+00  -9.4723535e+03   0.0000000e+00   1.0148950e+04   0.0000000e+00  -4.9854492e+03   0.0000000e+00   1.0997314e+03   0.0000000e+00  -8.7978516e+01   0.0000000e+00   1.1279297e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.5970585e+03   0.0000000e+00  -2.0582822e+04   0.0000000e+00   2.4609896e+04   0.0000000e+00  -1.4062798e+04   0.0000000e+00   3.8857731e+03   0.0000000e+00  -4.5714978e+02   0.0000000e+00   1.5238326e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3185700e+04   0.0000000e+00  -4.4440691e+04   0.0000000e+00   5.8661713e+04   0.0000000e+00  -3.8257639e+04   0.0000000e+00   1.2752546e+04   0.0000000e+00  -2.0135599e+03   0.0000000e+00   1.1844470e+02   0.0000000e+00  -1.1280448e+00   0.0000000e+00
   2.6356744e+04   0.0000000e+00  -9.5429592e+04   0.0000000e+00   1.3784274e+05   0.0000000e+00  -1.0108468e+05   0.0000000e+00   3.9554874e+04   0.0000000e+00  -7.9109749e+03   0.0000000e+00   6.9394516e+02   0.0000000e+00  -1.7494416e+01   0.0000000e+00
